2020M04,20
2020M05,25
2020M06,19
2020M07,0
2020M08,0
2020M09,65
2020M10,70
2020M11,70
2020M12,90
2021M01,54
2021M02,60
2021M03,62
2021M04,60
2021M05,59
2021M06,0
2021M07,0
2021M08,0
2021M09,49
2021M10,50
2021M11,55
2021M12,60
2022M01,25
2022M02,40
2022M03,39
2022M04,45
2022M05,38
2022M06,0
2022M07,0
2022M08,0
2022M09,36
2022M10,40
2022M11,43
2022M12,42
2023M01,0
2023M02,39
2023M03,40
2023M04,0
2023M05,42
